"Airport.Code","Airport.Name","Time.Label","Time.Month","Time.Month Name","TimeYear","Statistics.# of Delays.Carrier","Statistics.# of Delays.Late Aircraft","Statistics.# of Delays.National Aviation System","Statistics.# of Delays.Security","Statistics.# of Delays.Weather","Statistics.Carriers.Names","Statistics.Carriers.Total","Statistics.Flights.Cancelled","Statistics.Flights.Delayed","Statistics.Flights.Diverted","Statistics.Flights.On Time","Statistics.Flights.Total","Statistics.Minutes Delayed.Carrier","Statistics.Minutes Delayed.Late Aircraft","Statistics.Minutes Delayed.National Aviation System","Statistics.Minutes Delayed.Security","Statistics.Minutes Delayed.Total","Statistics.Minutes Delayed.Weather"
"ORD","Chicago, IL: Chicago O'Hare International","2015/05","5","May","2015","1095","1687","1839","3","162","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America","12","336","4789","47","21737","26909","83599","121084","85605","181","304479","14010"
"PDX","Portland, OR: Portland International","2015/05","5","May","2015","208","264","70","2","16","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","12","24","560","4","3575","4163","10754","15172","2905","65","30578","1682"
"PHL","Philadelphia, PA: Philadelphia International","2015/05","5","May","2015","337","325","489","2","45","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Spirit Air Lines,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","10","53","1194","25","4906","6178","20107","21895","24470","42","70189","3675"
"PHX","Phoenix, AZ: Phoenix Sky Harbor International","2015/05","5","May","2015","663","853","557","7","58","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","11","85","2137","4","11575","13801","38505","49980","18029","263","111417","4640"
"SAN","San Diego, CA: San Diego International","2015/05","5","May","2015","412","552","249","0","49","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","12","62","1266","12","5255","6595","21133","29773","8589","0","63201","3706"
"SEA","Seattle, WA: Seattle/Tacoma International","2015/05","5","May","2015","431","535","329","4","42","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","11","36","1340","13","8952","10341","23101","29657","9911","174","65957","3114"
"SFO","San Francisco, CA: San Francisco International","2015/05","5","May","2015","636","1033","1960","3","120","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","11","150","3753","9","9608","13520","43919","68937","101881","122","223817","8958"
"SLC","Salt Lake City, UT: Salt Lake City International","2015/05","5","May","2015","292","391","210","1","27","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","9","31","921","5","7800","8757","19404","22610","7521","74","52548","2939"
"TPA","Tampa, FL: Tampa International","2015/05","5","May","2015","313","355","268","3","48","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Spirit Air Lines,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","9","30","990","43","4875","5938","18137","25507","11551","157","60607","5255"
"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","2015/06","6","June","2015","1748","2300","1803","8","172","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","11","298","6031","197","26213","32739","148949","164521","98579","516","429830","17265"
"BOS","Boston, MA: Logan International","2015/06","6","June","2015","701","910","777","0","99","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","11","138","2488","7","7911","10544","41994","64214","40434","29","154535","7864"
"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","2015/06","6","June","2015","541","827","585","2","138","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Envoy Air,Spirit Air Lines,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","10","226","2094","85","6014","8419","32245","55718","30638","45","131077","12431"
"CLT","Charlotte, NC: Charlotte Douglas International","2015/06","6","June","2015","443","514","607","5","63","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,SkyWest Airlines Inc.,US Airways Inc.,Southwest Airlines Co.","8","88","1632","12","7288","9020","27710","31850","23600","195","89263","5908"
"DCA","Washington, DC: Ronald Reagan Washington National","2015/06","6","June","2015","431","470","560","1","84","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","12","169","1547","49","4934","6699","25055","35329","33559","94","101002","6965"
"DEN","Denver, CO: Denver International","2015/06","6","June","2015","1251","1847","1468","5","204","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","11","236","4773","165","13510","18684","88084","137815","74727","281","319132","18225"
"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","2015/06","6","June","2015","1364","1921","1441","8","229","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.","11","397","4961","136","17081","22575","128370","150285","69531","349","370575","22040"
"DTW","Detroit, MI: Detroit Metro Wayne County","2015/06","6","June","2015","626","772","818","1","77","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","12","109","2297","17","7401","9824","47971","59255","37181","20","151680","7253"
"EWR","Newark, NJ: Newark Liberty International","2015/06","6","June","2015","631","972","1113","0","105","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Envoy Air,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","10","359","2820","51","6379","9609","44651","72300","82987","19","210304","10347"
"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","2015/06","6","June","2015","525","550","423","9","50","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Spirit Air Lines,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","10","98","1556","11","4594","6259","29409","43647","22330","229","99565","3950"
"IAD","Washington, DC: Washington Dulles International","2015/06","6","June","2015","293","319","238","0","43","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.","10","66","893","20","2403","3382","15400","24989","12302","0","55860","3169"
"IAH","Houston, TX: George Bush Intercontinental/Houston","2015/06","6","June","2015","914","1357","1112","1","120","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.","9","405","3504","76","10222","14207","65543","111522","68464","23","256617","11065"
"JFK","New York, NY: John F. Kennedy International","2015/06","6","June","2015","381","482","993","2","55","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Hawaiian Airlines Inc.,Envoy Air,United Air Lines Inc.,US Airways Inc.,Virgin America","8","112","1912","17","6803","8844","26423","40059","75149","101","145894","4162"
"LAS","Las Vegas, NV: McCarran International","2015/06","6","June","2015","796","1329","507","6","65","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","12","109","2702","21","9522","12354","46457","84037","24173","281","159846","4898"
"LAX","Los Angeles, CA: Los Angeles International","2015/06","6","June","2015","1344","1696","1432","3","140","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","13","277","4617","16","13632","18542","84755","114692","54715","105","264608","10341"
"LGA","New York, NY: LaGuardia","2015/06","6","June","2015","589","658","1390","4","121","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","12","392","2762","78","5930","9162","40821","43834","97201","211","192707","10640"
"MCO","Orlando, FL: Orlando International","2015/06","6","June","2015","780","911","589","7","81","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Spirit Air Lines,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","11","112","2367","107","7675","10261","50647","69870","29222","239","158112","8134"
"MDW","Chicago, IL: Chicago Midway International","2015/06","6","June","2015","477","717","504","4","167","Delta Air Lines Inc.,ExpressJet Airlines Inc.,SkyWest Airlines Inc.,Southwest Airlines Co.","4","216","1868","80","5822","7986","28277","44854","22187","147","109182","13717"
"MIA","Miami, FL: Miami International","2015/06","6","June","2015","452","454","408","6","42","American Airlines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.","7","51","1365","22","4727","6165","37358","35997","16827","214","94680","4284"
"MSP","Minneapolis, MN: Minneapolis-St Paul International","2015/06","6","June","2015","657","885","709","4","100","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","11","120","2353","17","8880","11370","49229","60535","29535","168","148942","9475"
"ORD","Chicago, IL: Chicago O'Hare International","2015/06","6","June","2015","1536","2551","3544","8","250","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America","12","1304","7889","144","18253","27590","121806","197034","235468","341","581576","26927"
"PDX","Portland, OR: Portland International","2015/06","6","June","2015","353","429","173","1","27","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","12","25","988","2","3696","4711","19937","27525","8091","35","57728","2140"
"PHL","Philadelphia, PA: Philadelphia International","2015/06","6","June","2015","394","437","722","3","66","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Spirit Air Lines,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","10","61","1622","43","4520","6246","25036","32153","39781","80","103270","6220"
"PHX","Phoenix, AZ: Phoenix Sky Harbor International","2015/06","6","June","2015","861","1214","542","3","73","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","12","139","2693","20","11017","13869","53799","73483","17884","77","150281","5038"
"SAN","San Diego, CA: San Diego International","2015/06","6","June","2015","536","636","259","2","46","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","12","80","1479","17","5187","6763","26194","33831","9168","55","72919","3671"
"SEA","Seattle, WA: Seattle/Tacoma International","2015/06","6","June","2015","703","717","529","5","74","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","11","75","2027","11","9078","11191","45175","43386","18062","156","112754","5975"
"SFO","San Francisco, CA: San Francisco International","2015/06","6","June","2015","918","1295","818","3","103","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","11","272","3135","18","10419","13844","59236","89562","39192","139","194632","6503"
"SLC","Salt Lake City, UT: Salt Lake City International","2015/06","6","June","2015","458","512","277","2","58","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","10","39","1305","18","7613","8975","32948","30428","10003","88","77573","4106"
"TPA","Tampa, FL: Tampa International","2015/06","6","June","2015","489","549","286","2","42","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Spirit Air Lines,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","9","66","1371","20","4275","5732","29679","39827","14137","96","87851","4112"
"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","2015/07","7","July","2015","1420","2066","1581","7","185","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.","10","80","5258","220","28177","33735","117880","131352","74056","199","336605","13118"
"BOS","Boston, MA: Logan International","2015/07","7","July","2015","701","969","618","3","66","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.","10","85","2356","4","8392","10837","42718","67247","26364","108","140924","4487"
"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","2015/07","7","July","2015","551","909","513","8","82","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Envoy Air,Spirit Air Lines,United Air Lines Inc.,Southwest Airlines Co.","9","48","2063","31","6603","8745","32974","56505","21668","441","117254","5666"
"CLT","Charlotte, NC: Charlotte Douglas International","2015/07","7","July","2015","462","525","539","3","48","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.","8","60","1579","32","7699","9370","27736","32577","21489","144","85567","3621"
"DCA","Washington, DC: Ronald Reagan Washington National","2015/07","7","July","2015","438","462","464","2","52","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.","11","102","1422","37","5331","6892","25943","28187","20821","99","79085","4035"
"DEN","Denver, CO: Denver International","2015/07","7","July","2015","1113","1795","1142","3","116","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.","10","126","4171","115","14671","19083","73579","125301","49403","85","255722","7354"
"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","2015/07","7","July","2015","1093","1575","839","6","121","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.","10","159","3633","44","19059","22895","81667","113219","29953","214","235431","10378"
"DTW","Detroit, MI: Detroit Metro Wayne County","2015/07","7","July","2015","486","692","533","3","51","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.","11","58","1763","10","8663","10494","35315","47659","22062","88","108845","3721"
"EWR","Newark, NJ: Newark Liberty International","2015/07","7","July","2015","585","832","1153","0","79","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Envoy Air,United Air Lines Inc.,Virgin America,Southwest Airlines Co.","9","237","2650","31","6990","9908","39498","65504","81709","7","192917","6199"
"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","2015/07","7","July","2015","542","520","375","6","33","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Spirit Air Lines,United Air Lines Inc.,Virgin America,Southwest Airlines Co.","9","31","1477","11","4925","6444","30063","35776","17802","160","86344","2543"
"IAD","Washington, DC: Washington Dulles International","2015/07","7","July","2015","249","246","143","0","30","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.","10","34","669","5","2626","3334","14158","16394","7017","0","39614","2045"
"IAH","Houston, TX: George Bush Intercontinental/Houston","2015/07","7","July","2015","726","959","609","4","76","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.","8","163","2371","25","11478","14037","48725","71192","30127","95","155960","5821"
"JFK","New York, NY: John F. Kennedy International","2015/07","7","July","2015","433","590","799","5","66","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Hawaiian Airlines Inc.,Envoy Air,United Air Lines Inc.,Virgin America","7","102","1894","20","7221","9237","34189","43686","52956","258","135534","4445"
"LAS","Las Vegas, NV: McCarran International","2015/07","7","July","2015","826","1326","554","3","71","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.","11","53","2783","38","9818","12692","46363","78922","24823","80","154832","4644"
"LAX","Los Angeles, CA: Los Angeles International","2015/07","7","July","2015","1285","1818","2603","5","150","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.","12","288","5859","46","13172","19365","88159","128321","121169","154","347737","9934"
"LGA","New York, NY: LaGuardia","2015/07","7","July","2015","554","719","1380","4","90","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,United Air Lines Inc.,Virgin America,Southwest Airlines Co.","10","332","2748","71","6324","9475","35291","52313","83505","87","177908","6712"
"MCO","Orlando, FL: Orlando International","2015/07","7","July","2015","772","931","606","4","93","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Spirit Air Lines,United Air Lines Inc.,Virgin America,Southwest Airlines Co.","10","52","2407","77","7978","10514","45526","66754","25031","171","144224","6742"
"MDW","Chicago, IL: Chicago Midway International","2015/07","7","July","2015","410","784","497","3","104","Delta Air Lines Inc.,ExpressJet Airlines Inc.,SkyWest Airlines Inc.,Southwest Airlines Co.","4","62","1800","51","6446","8359","24393","51567","23651","72","108450","8767"
"MIA","Miami, FL: Miami International","2015/07","7","July","2015","446","479","508","2","43","American Airlines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.","6","45","1480","51","4814","6390","28421","37475","19341","86","88331","3008"
"MSP","Minneapolis, MN: Minneapolis-St Paul International","2015/07","7","July","2015","570","734","694","6","72","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.","9","53","2076","22","9654","11805","42706","46157","25586","164","118808","4195"
"ORD","Chicago, IL: Chicago O'Hare International","2015/07","7","July","2015","1326","2173","2435","7","190","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America","11","561","6130","43","21449","28183","94502","162676","137663","428","413016","17747"
